User,Text,Date,Favorites,Retweets,Mentions,HashTags
naosalvo,Alguns gênios brasileiros só terão seu reconhecimento daqui muitos anos....triste realidade,2020-06-30 19:25:41+00:00,263,2572,,
naosalvo,Thnkssss!,2020-06-30 18:01:37+00:00,0,5,,
naosalvo,what program do you use to read messages and notifications?,2020-06-30 17:31:29+00:00,0,6,,
naosalvo,Ahaaaaaaa sabiaaaa,2020-06-30 07:44:22+00:00,0,5,,
naosalvo,durma durma durma,2020-06-30 07:34:18+00:00,85,1097,,
naosalvo,yesss madruga de the sims,2020-06-30 02:00:02+00:00,0,1,,
naosalvo,Outro dia o xet fez uma abertura da live estilo Friends que ficou daorissima tb,2020-06-29 20:58:33+00:00,28,665,,
naosalvo,"ow vou falar uma coisa pra vcs, eu to apaixonado e o nome desse amor é XET >alerta de thredzinha pequena>",2020-06-29 20:58:31+00:00,33,1484,,
naosalvo,"Olha, muitos não vão concordar Mas temos que nos arriscar e dar a cara a tapa com algumas opiniões por mais polêmicas que elas sejam, então eu vou falar: Tá frio hein",2020-06-29 18:52:41+00:00,162,2394,,
naosalvo,"Oi gatinha, ta chorando pq",2020-06-29 00:07:14+00:00,363,3719,,
naosalvo,Fui notificado que tem um perfil FAKE no TINDER que esta me difamando. Quero lembrar que eu estou em isolamento mas meus advogados não!,2020-06-28 21:18:50+00:00,258,9200,,
naosalvo,farei o msmo teste do Jeanderson,2020-06-28 20:22:18+00:00,313,3910,,
naosalvo,Vou chamar o MC Poze pra cantar no meu casamento,2020-06-28 19:58:23+00:00,115,2127,,
naosalvo,"mesmo com uma camera, microfone, varias pessoas o cara não se intimida, vai tomar no cu, eu fico puto vendo esse tipo de coisa",2020-06-27 18:14:56+00:00,468,5824,,
naosalvo,Boa noite amiguinhos,2020-06-27 06:09:45+00:00,105,4820,,
naosalvo,E a minha mesa de som que pifou em live assim que eu abri a imagem do Homem Pateta..... O Homem Pateta é real,2020-06-26 17:22:45+00:00,26,1314,,
naosalvo,Não sei doq eles estão falando...,2020-06-25 20:11:39+00:00,718,5281,,
naosalvo,,2020-06-25 18:31:32+00:00,165,3413,,
naosalvo,Oh no,2020-06-25 07:40:53+00:00,0,1,,
naosalvo,Uuuuu,2020-06-24 19:08:17+00:00,136,1933,,
naosalvo,Kkkk,2020-06-30 17:23:31+00:00,0,0,,
naosalvo,Tá foda jogar the sims,2020-06-30 07:43:49+00:00,336,9786,,
naosalvo,como q eh msm ahsfhuifasuhi,2020-06-30 05:28:33+00:00,0,1,,
naosalvo,"> Eu só tenho a agradecer ao xet pelas risadas que estão me proporcionando durante essa quarentena filha da puta, é nós!",2020-06-29 20:58:34+00:00,5,439,,
naosalvo,> Exemplo: a gente faz umas IRLs caseiras de palhaçada e o meu pai sempre é um personagem novo nessas brincadeiras e os caras do xet já fizeram um trailer,2020-06-29 20:58:32+00:00,37,782,,
naosalvo,"> desde o C! do Orkut, Não Salvo e até Não Ouvo...e tds tiveram uma repercussão absurda na internet br em seus segmentos mas agora ta vindo uma nova onda q é o Xet. É como eu chamo nossa comunidade de lives na twitch. Batemos 100k de seguidores bem rápido e ta mt divertido >",2020-06-29 20:58:32+00:00,1,408,,
naosalvo,> ja passei por diversas ondas de internet e até mesmo de mudanças de públicos durante esses 12 anos por ai produzindo conteúdo na REDE MUNDIAL DE COMPIUTERS >,2020-06-29 20:58:32+00:00,0,403,,
naosalvo,huauauhiuhia,2020-06-29 05:51:03+00:00,0,1,,
naosalvo,kkkkkk,2020-06-29 00:09:44+00:00,0,13,,
naosalvo,meu animal spirit,2020-06-29 00:08:03+00:00,0,10,,
naosalvo,na ediçion,2020-06-28 23:15:40+00:00,0,0,,
naosalvo,você,2020-06-28 21:57:08+00:00,0,118,,
naosalvo,ai jesus,2020-06-28 21:01:47+00:00,0,16,,
naosalvo,perai.....isso me parece falso,2020-06-28 18:07:05+00:00,0,2,,
naosalvo,"2021, nos cinemas de todo o Brasil e Europa",2020-06-27 20:10:15+00:00,63,1245,,
naosalvo,Kkkkkkk,2020-06-27 17:09:05+00:00,0,17,,
naosalvo,https://twitter.com/g1/status/1276595391711109124,2020-06-27 07:40:37+00:00,82,989,,
naosalvo,Macarrão com sardinha com pizza de calabresa. Me julgue.,2020-06-26 18:34:15+00:00,31,2993,,
naosalvo,o bot ja esta relacionando confusao e nervosismo..................preocupante,2020-06-24 05:05:12+00:00,1,561,,
naosalvo,Eu sei,2020-06-23 19:15:35+00:00,42,751,,
naosalvo,Hahahahha,2020-06-30 17:23:09+00:00,0,0,,
naosalvo,Hhaahah,2020-06-30 07:34:36+00:00,0,8,,
naosalvo,"tem a palavra GRINGO no titulo eu acho, espero ter ajudadio uhashuifauihfa",2020-06-29 22:16:10+00:00,0,1,,
naosalvo,"bem lembrado, vou iniciar minha sequencia de tweets de sabado husahuauhi",2020-06-29 21:01:48+00:00,0,1,,
naosalvo,> e tem um bololo hahha pra resumir a live,2020-06-29 20:58:33+00:00,7,328,,
naosalvo,hmmm,2020-06-29 00:09:10+00:00,0,116,,
naosalvo,td dia tem,2020-06-28 23:15:27+00:00,0,2,,
naosalvo,é um novo conceito casamento surpresa,2020-06-28 20:01:06+00:00,2,65,,
naosalvo,kkkkkk,2020-06-28 18:17:38+00:00,0,1,,
naosalvo,não foi liberado pelo governo separatista sulista :(,2020-06-27 20:11:56+00:00,0,14,,
naosalvo,Hahahahah,2020-06-27 07:37:31+00:00,0,5,,
naosalvo,"não, o bolsonaro quer comer meu cu",2020-06-24 19:14:50+00:00,0,84,,
naosalvo,Em bife a parmegiana,2020-06-23 18:26:45+00:00,0,42,,
naosalvo,Estou há dias rindo disso Chegou a hora de mostrar,2020-06-23 18:22:58+00:00,7240,27714,,
naosalvo,Resposta: o público,2020-06-23 17:59:13+00:00,16,1820,,
naosalvo,Quem venceria uma porradaria honesta de 5min na mão entre os 2?,2020-06-23 17:58:42+00:00,511,7877,,
naosalvo,Nossa,2020-06-23 17:49:29+00:00,0,0,,
naosalvo,O incrível caso do homem que não dormia.,2020-06-23 08:00:09+00:00,368,3192,,
naosalvo,meu deus é vdd kkkk,2020-06-23 06:09:06+00:00,0,1,,
naosalvo,Q demais hahaha,2020-06-23 05:37:25+00:00,0,27,,
naosalvo,"aaa sim, é normal! a notificação do discord costuma ser a mais precisa",2020-06-29 06:08:11+00:00,0,1,,
naosalvo,ai eh um misterio uhahuahu o ideal é ter a notificação,2020-06-29 06:04:51+00:00,0,2,,
naosalvo,huiahuifuhia,2020-06-28 21:17:17+00:00,0,1,,
naosalvo,eu entendi a referencia...,2020-06-28 20:00:26+00:00,0,1,,
naosalvo,sempre,2020-06-28 07:55:35+00:00,0,1,,
naosalvo,huauhauh perdi o timming,2020-06-28 07:15:29+00:00,0,1,,
