User,Text,Date,Favorites,Retweets,Mentions,HashTags
naosalvo,@jeferson como faz TEXTAO no snap!?,2015-09-30 22:41:33+00:00,1,20,@jeferson,
naosalvo,"Snapchat de hoje ta dando um sono fdp, segue ai >>> naosalvo",2015-09-30 22:41:09+00:00,29,154,,
naosalvo,@joanopeano montagem,2015-09-30 22:39:30+00:00,0,0,,
naosalvo,@LuizGabriel_rj hahaha,2015-09-30 22:39:12+00:00,0,1,@LuizGabriel_rj,
naosalvo,n é bem assim....,2015-09-30 20:34:47+00:00,2,24,,
naosalvo,Já sou um mestre pokemon,2015-09-30 20:21:43+00:00,9,84,,
naosalvo,@tatianacajado q bom,2015-09-30 17:51:42+00:00,0,0,@tatianacajado,
naosalvo,@rogeriovg hahahhah N tinha reparado,2015-09-30 14:02:33+00:00,1,1,@rogeriovg,
naosalvo,Só queria estar tão feliz qto esse cachorro hahahahah,2015-09-30 13:39:41+00:00,6,16,,
naosalvo,Quem diria que o Avallone teria sobrevida no Sportv,2015-09-30 13:39:00+00:00,1,19,,
naosalvo,@assimdisseojoao @julianosill fácil,2015-09-30 12:32:58+00:00,3,20,@assimdisseojoao @julianosill,
naosalvo,@luucordeiro27 @_knockmedown @_pauliinhar hahahha,2015-09-30 12:31:32+00:00,0,1,@_knockmedown,
naosalvo,Bom dia pra vc que acordou mais comentado que o pau do Stenio,2015-09-30 12:31:10+00:00,64,125,,
naosalvo,@julianosill @assimdisseojoao N é má ideia,2015-09-30 12:28:54+00:00,0,1,@julianosill @assimdisseojoao,
naosalvo,Mulher confunde espuma de construção com mousse de cabelo e para no hospital http://tabloidebr.com.br/mulher-confunde-espuma-de-construcao-com-mousse-para-o-cabelo-e-vai-parar-no-hospital/ rir = inferno,2015-09-30 03:56:49+00:00,266,361,,
naosalvo,@NickEllis @JornalOGlobo @CadernoEla pqp kkkkk,2015-09-30 03:34:55+00:00,0,2,@NickEllis @JornalOGlobo @CadernoEla,
naosalvo,@amand7a hahahah,2015-09-30 03:11:30+00:00,0,0,@amand7a,
naosalvo,Bom que as fotos do Stenio vazaram num horário bom...,2015-09-30 03:10:12+00:00,91,125,,
naosalvo,As mina chega no Snapchat agora e já joga um: manda um Stenio ai,2015-09-30 03:05:26+00:00,119,153,,
naosalvo,Eu só queria dar alegria pro meu povo https://twitter.com/victor_c13/status/649054488364453888,2015-09-30 03:02:58+00:00,89,116,,
naosalvo,@Quarbie @FPPradox mas N fa rolando mais pelo visto,2015-09-30 20:33:24+00:00,0,0,@Quarbie @FPPradox,
naosalvo,@FPPradox vish já expirou :(,2015-09-30 20:32:51+00:00,0,0,@FPPradox,
naosalvo,@FPPradox hmMmMmMmmmmMm,2015-09-30 20:30:00+00:00,0,0,@FPPradox,
naosalvo,@thaynamellazzo ops,2015-09-30 20:29:24+00:00,0,1,@thaynamellazzo,
naosalvo,@lenafletcher hahaha @BurgerKingBR foi fera,2015-09-30 20:29:14+00:00,0,0,@lenafletcher @BurgerKingBR,
naosalvo,@iMandyCandy metrô ta ai pra isso,2015-09-30 20:28:27+00:00,0,1,@iMandyCandy,
naosalvo,@FPPradox mas eh roubo!? Não gosto de cheat,2015-09-30 20:28:08+00:00,0,0,@FPPradox,
naosalvo,@oversodoinverso @Pablo_Peixoto espero que com nenhuma participação,2015-09-30 19:08:44+00:00,0,0,@oversodoinverso @Pablo_Peixoto,
naosalvo,@diegogirotto =X,2015-09-30 16:56:51+00:00,0,1,@diegogirotto,
naosalvo,@dcpcardoso huahuahuhua,2015-09-30 16:50:08+00:00,0,0,@dcpcardoso,
naosalvo,@diocoh @luide as minhas? São,2015-09-30 14:23:54+00:00,0,1,@diocoh @luide,
naosalvo,@Robson_Carv4lho vc mandou oq? Hahah bloqueio Td mundo que manda coisa Q era pra ter ido pro story,2015-09-30 14:23:41+00:00,0,0,@Robson_Carv4lho,
naosalvo,@BlogdaLagosta como vc sabe q é verdade? huahuahu,2015-09-30 14:07:51+00:00,0,0,@BlogdaLagosta,
naosalvo,@luide Vamo no jogo então,2015-09-30 13:44:25+00:00,0,0,@luide,
naosalvo,@Not_emrehliuG hahah falou 3 vezes já,2015-09-30 13:42:08+00:00,0,0,@Not_emrehliuG,
naosalvo,@ganja_gastrite jamais saberemos,2015-09-30 13:41:57+00:00,0,1,@ganja_gastrite,
naosalvo,@BlogdaLagosta interrogação,2015-09-30 13:41:49+00:00,0,0,@BlogdaLagosta,
naosalvo,"@danebayer tem uma ilusão de ótica nessa notícia, ""globo rural"" parece que está torto com o resto do texto...ou eu que to torto...",2015-09-30 13:41:17+00:00,0,1,@danebayer,
naosalvo,@fvicichouski HAHAHAHAH besta vcs,2015-09-30 04:23:51+00:00,1,1,@fvicichouski,
naosalvo,@_l0en sua TV foi hackeada,2015-09-30 03:46:38+00:00,0,2,@_l0en,
naosalvo,Oh as perguntas HAHAHAHAH,2015-09-30 02:56:41+00:00,10,54,,
naosalvo,@becesaro amor hahah,2015-09-30 02:56:21+00:00,0,2,@becesaro,
naosalvo,"O mais legal disso tudo é ver que o Stenio Garcia, aos 153 anos, ta comendo bem melhor que a maioria",2015-09-30 02:54:23+00:00,631,604,,
naosalvo,Como será que o Antônio Fagundes reagiu a essa traição!?,2015-09-30 02:44:25+00:00,269,239,,
naosalvo,@AyatoAngeli malz...,2015-09-30 02:38:53+00:00,0,2,@AyatoAngeli,
naosalvo,@thekillerana OH oq foi reparar hahah,2015-09-30 02:37:39+00:00,0,3,@thekillerana,
naosalvo,@eualber hahahah,2015-09-30 02:36:45+00:00,0,2,@eualber,
naosalvo,@ZetisBR @naoouvo hahahha,2015-09-30 01:39:14+00:00,0,0,@naoouvo,
naosalvo,Eu acho... Apenas ACHO.. Que esse garoto não tem CPF http://www.naosalvo.com.br/minha-internet-ta-caindo-e-eu-nao-tenho-cpf/,2015-09-30 01:31:27+00:00,5,38,,
naosalvo,Taxistas confundem carro de deputado com Uber. Detalhe: ele luta pela proibição do app,2015-09-29 19:31:27+00:00,42,80,,
naosalvo,@bateuabadaqui hahahh,2015-09-29 16:45:41+00:00,0,0,,
naosalvo,@thaynamellazzo calma thay,2015-09-29 16:35:37+00:00,1,0,@thaynamellazzo,
naosalvo,@molozi hahah,2015-09-29 16:35:07+00:00,0,1,@molozi,
naosalvo,"Situação não ta fácil, OH a guerrilha de funk que acabei de ver aqui",2015-09-29 16:23:48+00:00,14,54,,
naosalvo,Cuida bem delaaaa Ela gosta que reparem nos tweets dela Da RT E manda Fav mesmo qdo ela não falar com voceeee ,2015-09-29 16:05:54+00:00,331,338,,
naosalvo,Tudo tem limite,2015-09-29 05:34:42+00:00,12,55,,
naosalvo,Gostaria de denunciar o perfil desse repórter do CQC por assédio sexual,2015-09-29 05:34:29+00:00,11,60,,
naosalvo,@RicaPerrone @lucassalles1 menos o tesao dele por mim,2015-09-29 05:33:15+00:00,0,6,@RicaPerrone @LucasSalles1,
naosalvo,"Ainnnn Cid mas é difícil escrever o nome da marca. Ok, blz...mas olha os próximos RTs",2015-09-29 05:19:20+00:00,9,45,,
naosalvo,agora imagina os xoxal media que tem q adivinhar todos os jeitos errados que o povo escreve o nome da marca...n ta sendo fácil,2015-09-29 05:12:07+00:00,19,58,,
naosalvo,"Certeza que alguém tb escreve Heineken Td cagado, quer ver?",2015-09-29 05:08:18+00:00,22,61,,
naosalvo,"Certeza que tem algum Zé ruela que escreve NESCAL, quer ver?",2015-09-29 05:05:51+00:00,28,67,,
naosalvo,As vezes fico imaginando como não deve ser fácil uma marca rastrear oq falam dela pq sempre tem um povo que escreve o nome todo errado,2015-09-29 05:05:24+00:00,35,90,,
naosalvo,@guiguardieiro hahah,2015-09-29 05:02:50+00:00,0,0,@guiguardieiro,
naosalvo,@lucassalles1 não cara não pfv eu nunca te pedi nada na vida pfv,2015-09-29 04:55:02+00:00,2,7,@LucasSalles1,
naosalvo,@lucassalles1 não faça isso,2015-09-29 04:52:11+00:00,2,6,@LucasSalles1,
naosalvo,Nunca falha,2015-09-29 04:29:43+00:00,4,36,,
naosalvo,PUTAQUEOPARIU 2 e 30 da manhã já!,2015-09-29 04:22:17+00:00,54,62,,
naosalvo,@cauemoura a gente se vê lá! To no camarote Amanco!,2015-09-29 04:14:52+00:00,10,59,@cauemoura,
naosalvo,Alo @NASA,2015-09-29 03:44:59+00:00,104,329,@NASA,
naosalvo,"@mkarolqueiroz vai na fé que é legal, qdo chegar na 5 temporada para e respira",2015-09-29 03:13:51+00:00,1,16,@mkarolqueiroz,
naosalvo,15 notícias que fizeram desse Rock In Rio histórico http://www.naosalvo.com.br/15-noticias-que-fizeram-desse-rockrio-historico/ só bizarrice jesusamado,2015-09-29 03:07:39+00:00,8,45,,
naosalvo,@helaynemariat hahahah,2015-09-29 03:05:14+00:00,0,0,@helaynemariat,
naosalvo,Oq a Xuxa ta fazendo da vida dela???,2015-09-29 03:02:29+00:00,26,53,,
naosalvo,@MallandroSergio me manda um Yeah Yeah ao vivo que eu te mando um nude,2015-09-29 02:59:59+00:00,0,5,@MallandroSergio,
naosalvo,@Miltonneves @emillycani_ @tatuadordiogo10 HAHAHAHAH,2015-09-29 02:57:29+00:00,0,0,@Miltonneves @tatuadordiogo10,
naosalvo,Será que algum torcedor tatuou o Ronaldinho com a camisa do Fluminense? Deu nem tempo de fazer a segunda sessão,2015-09-29 02:21:18+00:00,199,170,,
naosalvo,"Eu achei que poderia ser alguma brincadeira mas não, Ronaldinho pediu dispensa do Fluminense MESMO.",2015-09-29 02:20:06+00:00,54,89,,
naosalvo,@FluminenseFC eita porra deu ruim mesmo,2015-09-29 02:17:20+00:00,11,18,@FluminenseFC,
naosalvo,"Tb né, chegar de manhã no treino ninguém merece, muito difícil",2015-09-29 02:13:16+00:00,35,55,,
naosalvo,@monikely_ @_leoparron é q se eu bloquear o cara da biblia vai ser pecado =(,2015-09-28 21:28:33+00:00,0,1,@monikely_,
naosalvo,"Preibói do Boné homenageia o índio brasileiro, que é primeiro índio do Brasil http://www.naosalvo.com.br/preiboi-bone-homenageia-o-indio-brasileiro-que-e-primeiro-indio-brasil/ sou cada dia mais fã",2015-09-28 21:24:52+00:00,3,22,,
naosalvo,"""Homem foge após ver filho de nove anos ser apreendido por furto e garoto diz obrigado"" Tem umas noticias q eu leio 7x o titulo e n entendo!",2015-09-28 21:19:52+00:00,50,106,,
naosalvo,"@affonsosolano cara, comecei um podcast! @naoouvo e queria que vc participasse algum dia, vamos trocar ideia pra marcar uma data pfv! =)",2015-09-28 21:17:44+00:00,1,21,@affonsosolano @naoouvo,
naosalvo,@pecesiqueira discordo,2015-09-28 21:16:09+00:00,0,46,@pecesiqueira,
naosalvo,@affonsosolano discordo da sua discordancia,2015-09-28 21:10:59+00:00,0,10,@affonsosolano,
naosalvo,eu acho que a internet desandou qdo o keyboard cat morreu... depois disso só briga,2015-09-28 21:10:34+00:00,64,95,,
naosalvo,qdo foi que a internet virou só guerra de opinião?,2015-09-28 20:58:14+00:00,226,228,,
naosalvo,"Acho que até 2016 a gente consegue acabar com a internet, né? Vá ate os comentarios desse post pra ver a briga: http://www.buzzfeed.com/juliegerstein/os-coques-masculinos-ja-eram-agora-n-hora-das-tra?utm_term=.kv4m3MPZ2#.uqd7KaARQ",2015-09-28 20:48:21+00:00,20,68,,
naosalvo,de fralda geriatrica pra baixo!,2015-09-28 19:59:29+00:00,3,18,,
naosalvo,15 notícias que fizeram desse Rock In Rio histórico,2015-09-28 19:58:52+00:00,20,49,,
naosalvo,@sarahrewell me sinto pecando,2015-09-28 16:13:07+00:00,0,0,@sarahrewell,
naosalvo,@owjuana soltando o verbo no twitter,2015-09-28 16:11:26+00:00,1,2,@owjuana,
naosalvo,@maisasilva \o/,2015-09-28 16:10:32+00:00,0,14,,
naosalvo,E não é que tem um cara que fica me mandando foto de passagens da Bíblia todo dia no snapchat....não sei mais oq fazer,2015-09-28 16:09:09+00:00,15,128,,
naosalvo,@IngridBarros eu não morrendo ta td certo,2015-09-28 15:51:16+00:00,0,2,@IngridBarros,
naosalvo,@folha ta lokona fô?,2015-09-28 15:40:46+00:00,3,52,@folha,
naosalvo,@lulu_chin não posso com isso,2015-09-28 03:50:11+00:00,0,3,@lulu_chin,
naosalvo,Eu não saio daqui até conhecer esse tubarão,2015-09-28 03:49:18+00:00,358,523,,
naosalvo,MEU NOME É JÚLIA!!! http://www.naosalvo.com.br/meu-nome-e-julia/,2015-09-28 03:43:03+00:00,495,361,,
naosalvo,Esse tudo de triângulo no show da Katy Perry é coisa illuminatti só não ver quem não quer!!!,2015-09-28 03:38:01+00:00,346,335,,
naosalvo,Katy se esforçou mas não chegou perto da Adreles Perry,2015-09-28 03:33:28+00:00,22,44,,
naosalvo,Katia Pereira more no Brasil po favoo,2015-09-28 03:29:27+00:00,181,158,,
naosalvo,Eu pratico o Jorgismo,2015-09-28 00:32:45+00:00,14,31,,
naosalvo,"Dá chance pra outro, amigo. Eu por exemplo.",2015-09-27 20:34:14+00:00,10,58,,
naosalvo,@cellbitos ela vai voltar,2015-09-27 19:37:54+00:00,10,46,@cellbitos,
naosalvo,Pra limpar a casa a @juzao me trata q nem criança e fica fingindo q isso é um jogo com regras e tal...não vou cair nessTENHO QUE VENCER!!!!,2015-09-27 16:55:58+00:00,17,211,@juzao,
naosalvo,@anaacrol carooooool,2015-09-27 15:50:16+00:00,0,1,,
naosalvo,@danebayer q homem,2015-09-27 15:50:05+00:00,0,0,@danebayer,
naosalvo,@RaUL_AMDERLAINE hahahahh,2015-09-27 15:49:46+00:00,0,0,@RaUL_AMDERLAINE,
naosalvo,"Pior que o maluco escreveu na maior inocência, vcs que só pensam merda!! Hahahhah",2015-09-27 15:43:18+00:00,23,126,,
naosalvo,@elachoroudeamor hahahah,2015-09-27 15:40:30+00:00,0,1,,
naosalvo,"Oi gata, posso te conhecer assim tb? Comendo?",2015-09-27 15:37:59+00:00,416,442,,
naosalvo,Bøm dįæ,2015-09-27 15:34:07+00:00,10,41,,
naosalvo,@LuludSantos hahahha,2015-09-27 15:30:45+00:00,0,1,@LuludSantos,
naosalvo,@danibogoricin hahahh,2015-09-27 05:04:44+00:00,0,1,,
naosalvo,@Kefera hahahahha,2015-09-27 05:03:58+00:00,0,32,@Kefera,
naosalvo,E quantas pessoas vão dormir assim hj...,2015-09-27 05:01:43+00:00,382,313,,
naosalvo,Peraí! Acabou mesmo??? Eu achei que a Rihanna ainda iria voltar.....,2015-09-27 04:59:51+00:00,230,284,,
naosalvo,BITCH BETTER HAVE MY MAAAANEI,2015-09-27 04:54:28+00:00,380,281,,
naosalvo,Pq tem gente reclamando que não tem troca de roupa no show?? Eu to já to bolado que tem roupa!,2015-09-27 04:50:01+00:00,336,275,,
naosalvo,@GabrielCarlotto @kalielpp hahahah,2015-09-27 04:44:43+00:00,0,0,@GabrielCarlotto @kalielpp,
naosalvo,@vampirigotica hahah,2015-09-27 04:42:40+00:00,0,0,@vampirigotica,
naosalvo,Compartilhem essa imagem até chegar na @rihanna ela precisa ajudar esse pobre garoto!!,2015-09-27 04:36:25+00:00,181,176,@rihanna,
naosalvo,@MairaMedeiross hahahha,2015-09-27 04:33:01+00:00,0,0,,
naosalvo,Galera da fralda geriátrica já ta assim,2015-09-27 04:31:49+00:00,242,158,,
naosalvo,@zgraca hahaha,2015-09-27 04:27:29+00:00,0,1,@zgraca,
naosalvo,A Rihanna ta vendo algo muito engraçado que a gente não ta vendo. 4 vez que ela dá uma risada no meio da música! Deve ser o Luciano dançando,2015-09-27 04:26:36+00:00,1812,1006,,
naosalvo,@luantipatico hahahh,2015-09-27 04:23:52+00:00,0,0,@luantipatico,
naosalvo,You can stand under my umbrella!!,2015-09-27 04:22:52+00:00,298,270,,
naosalvo,"Já pensou a Rihanna começa a cantar Caraaaaalho, caraaaalho Bateu uma onda forte.... tô vendo um macaco em cima do poste",2015-09-27 04:16:16+00:00,476,382,,
naosalvo,O dólar disparou pra 4.20 automaticamente,2015-09-27 04:12:26+00:00,767,331,,
naosalvo,Eu to é loko mozao To bem não Bateu aquelas 3 breja agora To mal mozao Vamo embora? Falta muito?,2015-09-27 04:09:32+00:00,472,409,,
naosalvo,Galera já levantando a fralda geriátrica pro alto e rodando a bosta toda enlouquecidamente nesse momento!!!,2015-09-27 04:07:10+00:00,249,228,,
naosalvo,Link AO VIVO do show da Rihanna,2015-09-27 04:01:30+00:00,242,162,,
naosalvo,Quem é quem? Valennnndooo,2015-09-27 03:54:34+00:00,370,277,,
naosalvo,@danieldornellas hahahah,2015-09-27 03:50:47+00:00,0,0,@danieldornellas,
naosalvo,Essa roupa da Rihanna ta me lembrando algo mas não sei exatamente oq...,2015-09-27 03:50:17+00:00,1074,772,,
naosalvo,Começou Rihanna e o público já ta..,2015-09-27 03:45:08+00:00,515,292,,
naosalvo,BREAKING NEWS: pegaram a Rihanna já era cancelou o show galere,2015-09-27 03:40:37+00:00,82,101,,
naosalvo,@Julia_Kanan opa! Verei,2015-09-27 03:37:05+00:00,1,1,,
naosalvo,"Galera comemorando que teve global expulso da grade sendo q a Rihanna ta fazendo snapchat com o Luciano Hulk e a Angelica no camarim, ue",2015-09-27 03:36:50+00:00,45,104,,
naosalvo,@kekaliarth um pouco,2015-09-27 03:34:35+00:00,0,1,@kekaliarth,
naosalvo,Mais rápido Jesus voltar que o show da Rihanna começar,2015-09-27 03:31:34+00:00,248,188,,
naosalvo,Muita gente esperando a Rihanna assim,2015-09-27 03:06:02+00:00,377,247,,
naosalvo,"@marcosmion me indica pra Fazenda do ano que vem aí Mion, já to treinando aqui",2015-09-27 02:19:14+00:00,2,13,@marcosmion,
naosalvo,@Julia_Kanan me beja,2015-09-27 02:17:08+00:00,1,1,,
naosalvo,@fc_malhacao_ só pode,2015-09-27 02:15:52+00:00,1,1,@fc_malhacao_,
naosalvo,@_SaraivaRodrigo hahahah,2015-09-27 02:15:19+00:00,0,0,,
naosalvo,@Julia_Kanan ae! Hahahahah westy,2015-09-27 02:15:12+00:00,1,1,,
