User,Text,Date,Favorites,Retweets,Mentions,HashTags
naosalvo,Grandes momentos BR O dia que Eike Batista e Oscar Maroni brigaram pelo biquíni de Luma de Oliveira no Faustão,2017-01-31 16:37:31+00:00,45,162,,
naosalvo,"Só queria compartilhar a visão que tô tendo agora :) Plantacao de chá em Cameron, na #Malásia. Bom dia! #ViajanteCI",2017-01-31 11:20:38+00:00,39,1129,,#Mal #ViajanteCI
naosalvo,Inclusive estou vendo que o Brasil está indo muito bem obrigado ou não http://jenios.com.br/pao-com-temaki-e-verdadeira-mistura-do-brasil-e-japao/,2017-01-31 00:37:07+00:00,54,201,,
naosalvo,No momento estou em uma cidade rural da Malásia no único ponto de Internet da cidade. E adorando isso hahahaha,2017-01-31 00:36:21+00:00,4,257,,
naosalvo,Ignoramos os sinais em 2008,2017-01-30 12:41:40+00:00,867,1573,,
naosalvo,E pensar que o Eike já foi ídolo dessa rede social,2017-01-30 12:24:05+00:00,511,1121,,
naosalvo,Ah não....,2017-01-29 17:36:14+00:00,196,1580,,
naosalvo,q momento lindo,2017-01-29 03:38:48+00:00,0,3,,
naosalvo,O complexo treinamento de uma verdadeira arma de matar,2017-01-29 03:07:37+00:00,18,132,,
naosalvo,Brasil Que lugar abençoado http://jenios.com.br/barbeiro-dando-um-grau-e-fazendo-o-pezinho/,2017-01-28 11:18:25+00:00,81,234,,
naosalvo,Hoje eu tô só o Obama rindo de uma criança fantasiada de Papa,2017-01-28 09:49:26+00:00,803,2398,,
naosalvo,Outra tendência de moda que estou analisando (sou mto cool hunter) são os casais que se vestem iguais! Kkk #ViajanteCI #Tailândia,2017-01-28 05:05:13+00:00,41,386,,#ViajanteCI #Tail
naosalvo,Enqto eu viajo o @naoouvo está sendo bem cuidado? Qualquer denúncia me avisem!!! Tomarei as devidas providências ao voltar!,2017-01-27 14:30:43+00:00,4,158,@naoouvo,
naosalvo,SEGURA A MÃE!!!,2017-01-27 14:26:13+00:00,24,158,,
naosalvo,Funcionários da Ultragás fecham o ciclo de um meme com a dancinha do Funk do Gás ,2017-01-27 11:19:16+00:00,85,477,,
naosalvo,"A pedidos, tb fiz um compilado da moda verão feminina tailandesa pras meninas de inspirarem #ViajanteCI #Tailândia",2017-01-27 10:32:02+00:00,64,603,,#ViajanteCI #Tail
naosalvo,Os cara não perdoa não,2017-01-26 11:36:01+00:00,351,795,,
naosalvo,Alguem ajuda o Romario! Ele ta sumindo! Eu to ficando assustado!!!,2017-01-26 11:13:11+00:00,122,465,,
naosalvo,Ainda tentando entender a moda fofa masculina daqui #ViajanteCI #Tailândia,2017-01-26 01:08:00+00:00,142,1226,,#ViajanteCI #Tail
naosalvo,N tem mais o show antropológico do ataque ao bolo gigante no aniversário de São Paulo?! Eu pagaria um PPV pra assistir ao vivo em 4 câmeras!,2017-01-25 13:09:01+00:00,32,221,,
naosalvo,Quais as chances de encontrar um cara que vc segue do outro lado do mundo hahaha mto loko isso :),2017-01-31 16:19:50+00:00,2,120,,
naosalvo,explicações oficiais aqui: http://Instagram.com/naosalvo obrigado. A gerência.,2017-01-30 12:45:43+00:00,0,12,,
naosalvo,pelo jeito sim hahah,2017-01-29 17:41:28+00:00,1,20,,
naosalvo,15? Mas estamos no domingo.,2017-01-28 11:15:03+00:00,0,4,,
naosalvo,não não. O roteiro é Tailândia Malásia e Cingapura :),2017-01-28 05:12:05+00:00,0,4,,
