User,Text,Date,Favorites,Retweets,Mentions,HashTags
naosalvo,Cada time vai jogar com 9 desfalques?,2019-07-31 21:59:02+00:00,2,94,,
naosalvo,"Aquela linha tênue em que as pessoas estão te olhando na rua mais que o normal e vc não sabe se esta muito bonito, muito feio ou se tem uma cagada verde de pombo na testa",2019-07-31 21:49:18+00:00,211,1406,,
naosalvo,Hahahahah,2019-07-31 21:03:49+00:00,0,1,,
naosalvo,Hahahahav,2019-07-31 20:34:30+00:00,0,20,,
naosalvo,"Hoje vou pra Gramado, fico 2 dias Vou palestrar no @GramadoSummit e li que essa quinta vai ter uma frente fria de lascar Me diga 3 itens pra levar na mala e sobreviver",2019-07-31 19:15:36+00:00,1,291,@GramadoSummit,
naosalvo,QUARTA! BICUDA! link: https://open.spotify.com/episode/66Rv9JPWP14Ff31gVKbK9Z?si=oduKTwHKQbusZV9kPaTJEQ comigo e @ivan_more (acredite se quiser),2019-07-31 16:37:13+00:00,4,44,@ivan_more,
naosalvo,"Vejam só esse vídeo Eu acho que é montagem Percebam q após a porta do avião abrir os passageiros saem de forma ordenada, sem td mundo levantar ao mesmo tempo q nem animais... seria possível? Seriam atores? Um efeito 3D pro filme do Will Smith? ouuu apenas um delírio coletivo?",2019-07-31 16:10:49+00:00,1634,12135,,
naosalvo,"vc me convenceu, n vou ganhar nesta hoje agora entao",2019-07-31 06:56:58+00:00,0,95,,
naosalvo,tomara que nesta hoje agora seja minha vez,2019-07-31 06:43:33+00:00,151,1626,,
naosalvo,isso deve ser bom,2019-07-31 04:16:06+00:00,0,1,,
naosalvo,q coisa mais linda!,2019-07-31 02:25:56+00:00,3,221,,
naosalvo,"Se imprimir todos os prints que tem no meu celular e empilhar um a um, da pro homem chegar na lua escalando",2019-07-31 02:10:16+00:00,83,848,,
naosalvo,"Inacreditável mano, 3 dias sem live agora",2019-07-31 02:01:01+00:00,0,168,,
naosalvo,Eu dei um grito aqui mano,2019-07-30 23:41:54+00:00,1944,10212,,
naosalvo,"Acabei de tomar um ban de 3 dias por ""discurso de ódio"" no @facebookbrasil pq falei um palavrão durante uma live. É de fudê pqp",2019-07-30 23:26:13+00:00,14,2006,@facebookbrasil,
naosalvo,TERÇA FEIRA! INFERNO ASTRAL! link: https://open.spotify.com/episode/040vS1mqaXEbHojPT4VNR8?si=ChrwpFKsTqS8NqOxPrdMXw com cid mercado e @fagundes bidu,2019-07-30 23:13:52+00:00,2,50,@fagundes,
naosalvo,esconde escondo no modo 1 player é dificil mesmo,2019-07-30 19:46:58+00:00,0,108,,
naosalvo,Pensa num susto,2019-07-30 19:41:07+00:00,776,5220,,
