User,Text,Date,Favorites,Retweets,Mentions,HashTags
naosalvo,@banxinha acho q consigo um sorteio de chocolates aqui na #pascoaLacta. Eu sei q eh isso q vc quer saber né? kkk,2013-01-31 23:06:02+00:00,0,1,@banxinha,#pascoaLacta
naosalvo,E na Rússia o chocolate come vc.,2013-01-31 22:58:07+00:00,14,0,,
naosalvo,Meu amigo @mussumalive comeu tanto chocolate aqui que virou um..oh wait http://instagr.am/p/VKmlpdtLGZ/,2013-01-31 22:57:28+00:00,3,0,@MussumAlive,
naosalvo,"Cheguei na degustação de ovos da #pascoaLacta, vou dar preju pros caras http://instagr.am/p/VKjKtJtLBx/",2013-01-31 22:27:41+00:00,1,4,,#pascoaLacta
naosalvo,Campuseiro de plantão. Quem quiser aparecer no Guiness Book corre ate a estatua do Não Salvão la que o @lafenixvideos ta formando AGORA!,2013-01-31 20:59:30+00:00,8,1,@lafenixvideos,
naosalvo,> vou tentar pegar um pra sortear procês chocolatras ai depois. Pode @Lacta !?,2013-01-31 20:11:01+00:00,2,0,@Lacta,
naosalvo,"Hj vou em uma ""degustação de ovos de chocolate"" da #PascoaLacta eeee ja fiquei sabendo que vai ter um ovo do Angry Birds &gt;",2013-01-31 20:10:56+00:00,5,0,,#PascoaLacta
naosalvo,Apenas veja oq esta aberto no meu computador AGORA http://i.imgur.com/Lfbut83.jpg #DesafioAceito19 Ian Friendzone esta qse pronto p/ ir pro ventilador,2013-01-31 19:10:43+00:00,7,5,,#DesafioAceito19
naosalvo,"O pessoal do Facebook é tããão inteligentoso que td mundo ja falava certa a pronuncia do GIF, impressionante. ¬¬",2013-01-31 19:04:27+00:00,13,4,,
naosalvo,http://www.facebook.com/photo.php?fbid=10151287455892989&amp;set=a.470456762988.249799.204520732988&amp;type=1&amp;theater,2013-01-31 18:54:37+00:00,5,1,,
naosalvo,RT @ThiagoTG não é GUIFE? /// não cara...........acabo de descobrir isso e estou pasmo. Talvez eu nunca mais consiga entrar na net novamente,2013-01-31 18:26:27+00:00,16,2,@thiagotg,
naosalvo,"O momento em que eu descubro que GIF animado, na verdade se pronuncia DÍFI animado. Minha vida acabou.",2013-01-31 18:23:35+00:00,178,18,,
naosalvo,Usei uma ferramenta de estatistica aqui e descobri que o Valdo é o 9º perfil que mais comenta no Não Salvo. Tsc tsc tsc....,2013-01-31 17:32:37+00:00,3,1,,
naosalvo,Qual a boa do verão?,2013-01-31 17:18:09+00:00,10,0,,
naosalvo,Acabo de receber um email dos advogados da @e_Band pedindo remoção imediata do post http://www.naosalvo.com.br/20-momentos-estranhos-do-policia-24h/ ai ai...saudades da internet marota,2013-01-31 07:19:20+00:00,15,14,@e_band,
naosalvo,"Amanha, no facebook mais perto de vc: (via @Rick_Ayala)",2013-01-31 06:54:03+00:00,17,5,@Rick_Ayala,
naosalvo,Hm...São Longuinho vc acaba de perder o posto de santo com melhor nome.,2013-01-31 06:52:11+00:00,22,0,,
naosalvo,Acabo de ouvir no BBB: NOSSA SENHORA DO CLITORIS FRENETICO,2013-01-31 06:51:51+00:00,69,8,,
naosalvo,@Natalhando com um chute bem dado do traficante,2013-01-31 06:34:22+00:00,3,1,@natalhando,
naosalvo,@dricanalha @juzao e vc da bola pra ask fm!? uahhauua fala serio,2013-01-31 05:59:27+00:00,0,1,@juzao,
naosalvo,Ai cara que delicia #pascoalacta http://instagr.am/p/VKpOY7tLJR/,2013-01-31 23:19:50+00:00,1,1,,#pascoalacta
naosalvo,@banxinha vooouuuu WUUUAAA há há!!! #pascoaLacta,2013-01-31 22:59:40+00:00,0,0,@banxinha,#pascoaLacta
naosalvo,"Já tonei bronca, comi um pedaço de diamante negro antes da explicação 0o #pascoaLacta",2013-01-31 22:34:39+00:00,3,1,,#pascoaLacta
naosalvo,"@IanWelerson Sabado, as 17h eu vou me apresentar num palco ae e gostaria da presença sua e da clara! Não fure! abs",2013-01-31 21:05:43+00:00,0,0,@IanWelerson,
naosalvo,@Yurigago @lafenixvideos crie e o teletransporte,2013-01-31 21:02:39+00:00,0,0,@yurigago @lafenixvideos,
naosalvo,@IanWelerson Oq eu preciso saber é SIM ou NÃO..vcs estarão na Campus sabado as 17h!?,2013-01-31 21:01:26+00:00,0,0,@IanWelerson,
naosalvo,@IanWelerson to te ligando mas vc n atende O_o,2013-01-31 21:00:56+00:00,0,0,@IanWelerson,
naosalvo,@HankLobo são só os de 2009... relaxa,2013-01-31 19:18:44+00:00,0,0,@HankLobo,
naosalvo,@quatizeira opa! manda la no email!,2013-01-31 19:01:51+00:00,1,0,@quatizeira,
naosalvo,@ferdotty @jeniosblog e n manda pq!? ahuuahua,2013-01-31 18:59:17+00:00,0,0,@ferdotty @jeniosblog,
naosalvo,@hellohelloyusaf me lembre amanha! ahuhuahua,2013-01-31 07:31:18+00:00,0,0,@hellohelloyusaf,
naosalvo,@lairtonbezerra seria uma boa troca,2013-01-31 07:24:06+00:00,0,0,@lairtonbezerra,
naosalvo,@zgraca ta começando,2013-01-31 07:22:20+00:00,2,0,@zgraca,
naosalvo,@igor_oliveira por vontade propria nao...rs,2013-01-31 07:21:59+00:00,0,0,@igor_oliveira,
naosalvo,@marsdiz contatonaosalvo arroba gmail eh o caminho do sucesso ;D,2013-01-31 07:21:17+00:00,0,0,@Marsdiz,
naosalvo,@orgastic_desire é...passar de fase sem vencer é dificil mesmo,2013-01-31 07:00:24+00:00,0,0,@orgastic_desire,
naosalvo,@_kaliep vixe... n tenho esse canal ahuhuauhau mas pareceu ser interessante ahuhuahuahuua,2013-01-31 06:38:38+00:00,0,0,@_kaliep,
naosalvo,@dieegosuficiel vou fazer umas reportagens na campus party essa semana e subir no canal sim!,2013-01-31 06:13:45+00:00,0,0,,
naosalvo,@dieegosuficiel ahuauhahu relaxa,2013-01-31 05:59:59+00:00,0,0,,
naosalvo,@xxHunter_ buenas noches,2013-01-31 05:54:59+00:00,1,1,@XXHunter_,
naosalvo,Esses programas de igreja estão cada dia mais engraçados http://instagr.am/p/VIxAhttLL3/,2013-01-31 05:48:58+00:00,10,1,,
naosalvo,@LGonssalves_ 3 reais e 45 centavos,2013-01-31 05:41:01+00:00,1,0,,
naosalvo,"RT @FelipeMarturano Pessoas te tratam como mendigo na rua? //// Hj, no palco com o @jovemnerd, me jogaram moedas. Guardei no bolso pq né..",2013-01-31 05:38:53+00:00,3,1,@Felipemarturano @jovemnerd,
naosalvo,"RT @theusanchez cid, qual o propósito do projeto? /// Estudo antropológico de como as pessoas tratam mendigos imersos na sociedade eeee LOL.",2013-01-31 05:36:08+00:00,2,1,,
naosalvo,Alô monitoramento de GILLETTE!!!! TAMO AEE!!!,2013-01-31 05:34:13+00:00,3,0,,
naosalvo,O pior eh q qdo eu raspar esse guaxinim da face meu queixo vai ficar td branco por causa do sol q não peguei em 5 meses né? Lindo.,2013-01-31 05:33:07+00:00,4,1,,
naosalvo,1 mes pra acabar o #ProjetoCidMendigo e eu ja não lembro direito como eh minha cara sem essa barba gigante...,2013-01-31 05:32:09+00:00,5,1,,#ProjetoCidMendigo
naosalvo,@DanilaGentili rarrrw,2013-01-31 05:28:35+00:00,1,1,@DanilaGentili,
naosalvo,@HugoGloss com um photoshop ate q passa,2013-01-31 05:25:29+00:00,1,0,@HugoGloss,
naosalvo,"@OficialJoao gente, os pais de vcs ja tiveram aquela conversinha sobre...vc sabe oq...vc sabe aonde... e tal?",2013-01-31 05:23:16+00:00,0,1,@OficialJoao,
naosalvo,Se o IBAMA encucar com essa banda que diz que vai CAÇAR mais de um milhão de vagalumes por ai...eu apoio! #cadedilma #justica #naturalsurf,2013-01-31 05:16:51+00:00,52,7,,#cadedilma #justica #naturalsurf
naosalvo,@vinnysacramento vc ganhou o passe cara!! ta em sp!? como quer fazer? me manda um email no comercialnaosalvo arroba gmail q a gente combina,2013-01-31 05:00:32+00:00,0,0,@vinnysacramento,
naosalvo,@daoraz @SamuelPX é verdade,2013-01-31 04:53:42+00:00,1,1,@daoraz @SamuelPX,
naosalvo,@_vcaldas @RedBullBR n especifiquei q a cabeça tinha q ser real tb ahuhuahuahu mas vale o bom senso eeee perdeoooooooooo...,2013-01-31 04:51:07+00:00,2,0,@_vcaldas @RedBullBR,
naosalvo,@glintai em breveeee ahuhauhua,2013-01-31 04:50:28+00:00,1,0,@glintai,
naosalvo,@GamezVitor nossa...to lindo,2013-01-31 04:44:32+00:00,0,1,@GamezVitor,
naosalvo,"@herlanerezende ate nisso tem gente mala reclamando ahauhuahhu pqp internet, só formando hatters sem graça",2013-01-31 04:42:43+00:00,1,0,@herlanerezende,
naosalvo,@leeobrun procurei sua versao do post no seu blog e nao achei... NOSSSSSSSSSSSsssssssssssss n deixavaaaaaaaa,2013-01-31 04:34:17+00:00,0,0,,
naosalvo,@_vcaldas @RedBullBR essa imagem eh real?,2013-01-31 04:31:13+00:00,1,0,@_vcaldas @RedBullBR,
naosalvo,@porraflames parece fake,2013-01-31 04:30:33+00:00,0,0,@porraflames,
naosalvo,@popoh46 AHUAHUHUAU nao sou eu!!!! Mas se a gillette chamar tamo ae ahuhahuahu,2013-01-31 04:21:23+00:00,0,1,@popoh46,
naosalvo,"Eu e o Psy da empilhadeira, lembram?! Sempre bacana encontrar alguém que foi postado no blog e nao quer me m http://instagr.am/p/VIgthqNLNS/",2013-01-31 03:40:52+00:00,2,6,,
naosalvo,O Ask fm tem resposta (bizarra) pra tudo,2013-01-31 02:11:50+00:00,24,9,,
naosalvo,Nao saia da internet sem ver isso http://www.naosalvo.com.br/no-ask-fm-tudo-tem-resposta/,2013-01-31 02:11:15+00:00,18,3,,
naosalvo,"Ok, vou facilitar....de 5 latas...pode ser........ 2! gogogogogogogogo!",2013-01-31 01:36:08+00:00,3,0,,
naosalvo,o primeiro que mandar uma foto com 5 latinhas de @RedBullBR empilhadas na cabeça leva o passe livre pra campus! VALENDO!!!,2013-01-31 01:30:15+00:00,8,1,@RedBullBR,
naosalvo,"sorteio agora? preparados....? só vale sp neh, pq ai eu consigo entregar. PRA GANHAR O PASSE LIVRE CAMPUS PARTY DE SEXTA FEIRA.....xá pensar",2013-01-31 01:29:49+00:00,3,0,,
naosalvo,A noticia ruim eh q ao desafio aceito com o ian friendzone vai ter que ficar pra amanha....,2013-01-31 01:26:26+00:00,2,0,,
naosalvo,"@IanWelerson senhor IAN, estou te procurando? consegue ir no Jesuzão em 5min!? ÉE HOOOJEEE!!!!!",2013-01-31 01:07:47+00:00,2,0,@IanWelerson,
naosalvo,Aiii ask.fm pq faz isso comigo? http://www.naosalvo.com.br/no-ask-fm-tudo-tem-resposta/,2013-01-30 23:00:57+00:00,17,4,,
naosalvo,Muito trabalho a caminho....... mas missão dada é missão cumprida!,2013-01-30 22:24:09+00:00,3,1,,
naosalvo,"Chegou o momento, to aqui com o Ian Friendzone,e vou começar a produzir ele pra sair dessa situação, eis o nosso rapaz:",2013-01-30 22:22:19+00:00,11,5,,
naosalvo,Fui conversar com o Ian Friendzone sobre o Desafio Aceito e...ELE TA FAMOSO NA CAMPUS! Que fdp! Ja ta tirando foto com a galera e tudo!,2013-01-30 21:41:59+00:00,8,2,,
naosalvo,"AHhh e sobre o IanFriendzone de ontem, vou falar com ele AGORA..resolver essa parada em nome do sofrimento d tds os ja friendzoneadas!",2013-01-30 21:22:37+00:00,5,1,,
naosalvo,"Acabo de encontrar o ""PSY"" da loja de empilhadeira q postamos la no blog, lembram? http://www.naosalvo.com.br/como-nao-se-vender-uma-empilhadeira/",2013-01-30 21:19:50+00:00,3,4,,
naosalvo,I'm at Campus Party Brasil 2013 w/ @mihmacedo @interney http://4sq.com/14s69WZ,2013-01-30 19:07:29+00:00,1,0,@mihmacedo @interney,
naosalvo,"“@mulhervitrola: No comentário da foto, uma pessoa dizendo que o @naosalvo parece ""fedido"" e molestador de busão” /// To bem cotado...",2013-01-30 19:06:51+00:00,3,1,@mulhervitrola @naosalvo,
naosalvo,"Po, o Rafão deletou o epic video dele maaaaaaaaaaasss magicamente apareceu um backup http://www.naosalvo.com.br/otaku-rafao-baila-contigo/ huahuhahuahuahuahu sexy",2013-01-30 18:04:45+00:00,4,2,,
naosalvo,EEEE....to partindo pra Campus ja levando uma lista de cantadas pro brother IanFriendzone http://www.naosalvo.com.br/as-melhores-cantadas-para-voce-usar-na-campus-party-cpbr6/ #partiu missão!,2013-01-30 17:45:39+00:00,3,2,,#partiu
naosalvo,Comercial profissional do dia http://www.naosalvo.com.br/comercial-profissional-do-dia/ aprendam publicitarios ¬¬,2013-01-30 17:31:20+00:00,5,5,,
naosalvo,Em nome de tds os Friendzoneados ao menos uma vez no mundo. Amanha/hoje vou cumprir o objetivo! @IanWelerson AGUARDE E CONFIE!!!!,2013-01-30 06:01:51+00:00,18,4,@IanWelerson,
naosalvo,"Em seguida tentar juntar o casal.....se rolar um beijo, fechou. Se não...vou tentar arrumar outra mina pra ele la que queira! Tenho fé.",2013-01-30 05:58:36+00:00,5,1,,
naosalvo,To imaginando o Ian amanha qdo acordar e ver o twitter.... HUAHUAHUHUAHU,2013-01-30 05:51:20+00:00,11,2,,
naosalvo,"Mulheres, usem td seu charme de pedreiro e mandem msgs çençuais pro brother https://twitter.com/IanWelerson precisamos ajudar a estima dele!",2013-01-30 05:38:59+00:00,10,3,,
naosalvo,Bom........ o amigo https://twitter.com/IanWelerson vcs sabem oq fazer....,2013-01-30 05:35:50+00:00,4,5,,
naosalvo,> a cara de ciumes dessa menina sem coração!,2013-01-30 05:30:39+00:00,6,2,,
naosalvo,"Imagina o ""casal"" friendzone amanha, sentados juntinhos no pc. Ai vem uma leitora pra sentar do lado dele, puxar papo e tal só pra ver >",2013-01-30 05:30:36+00:00,6,2,,
naosalvo,Amigos.....acaba de começar... mais um Desafio Aceito do Não Salvo. Eu não vou sossegar enqto esse cara não se dar bem na vida!,2013-01-30 05:27:44+00:00,11,6,,
naosalvo,..eu preciso ajudar esse cara. Obrigação moral!! Alguma mulher q tope beijar um cara aleatorio na campus pra fazer ciumes? (só selinho vale),2013-01-30 05:25:41+00:00,5,2,,
naosalvo,Sabe essa historia da friendzone q acabei d contar? Achei o twitter do cara e vei...o fundo dele é um monstro segurando um coração sangrando,2013-01-30 05:23:17+00:00,12,1,,
naosalvo,@pxtpxt . @pxtpxt FOLLOWS YOU,2013-01-30 05:16:38+00:00,0,0,@pxtpxt @pxtpxt,
naosalvo,"Bom, mulheres solteiras da campus q queiram dar uma lição nessa ""amiga"" dele, me avisem q eu apresento o cara e vcs se pegam na frente dela",2013-01-30 05:01:30+00:00,6,3,,
naosalvo,"Friendzone não se oficializa, se lamenta.",2013-01-30 04:57:48+00:00,181,32,,
naosalvo,"RT @lelialemos @naosalvo desculpe a ignorancia, mas o q seria friendzone? /// Boa leitura:",2013-01-30 04:56:05+00:00,6,6,@lelialemos @naosalvo,
naosalvo,"ai ele tb riu, e contou q tentava pegar ela ha mais de 6 meses, que iam dormir na mesma barraca mas de boa pq eles eram só friendzone..WTF!?",2013-01-30 04:52:50+00:00,41,4,,
naosalvo,"Ela falou num tomo como se ""friendzone"" fosse um novo estado civil... o_O",2013-01-30 04:52:02+00:00,46,5,,
naosalvo,"eles eram namorados...ai o a menina deu uma risadinha, abraçou o cara e falou bem assim: Não somos namorados não, ele é meu Friendzone.",2013-01-30 04:51:55+00:00,52,6,,
naosalvo,"Deixa contar uma historia triste... hj la na Campus tava andando de boaça ai veio um casal falar cmg, elogiaram o blog e ai eu perguntei se",2013-01-30 04:51:50+00:00,47,5,,
naosalvo,As melhores cantadas para vc usar na Campus Party desse ano http://www.naosalvo.com.br/as-melhores-cantadas-para-voce-usar-na-campus-party-cpbr6/ #CPBr6,2013-01-30 04:04:41+00:00,12,9,,#CPBr6
naosalvo,@Giilsccp to lindo,2013-01-30 03:24:49+00:00,0,0,@Giilsccp,
naosalvo,Qts mulheres ja gozaram vendo o Otaku Rafão no Não Salvo hoje? Todas.,2013-01-30 02:45:17+00:00,11,4,,
naosalvo,@flaviodroit huahahu amigo,2013-01-30 02:20:24+00:00,0,1,@flaviodroit,
naosalvo,AAUhauhuahuAHUAHUhuauh mano http://rog.ai/otakrafaootak pqp otaku rafão pq vc eh assim cara!?!! Que sotaque fake é esse!?!?!!,2013-01-30 02:16:53+00:00,13,5,,
naosalvo,PARE TUDO OQ VC ESTIVER FAZENDO E baile com o Otaku Rafão http://rog.ai/otakrafaootak AHUHAUHUAHUAHUHUAHUAHUA,2013-01-30 02:13:31+00:00,26,4,,
naosalvo,@samuelMW @AhNegao AHHHHHHHHHHHHhhhhhhhhhhhh lelek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek lek,2013-01-30 01:17:55+00:00,1,0,@Samuelmw @AhNegao,
naosalvo,"Globo, apenas me deixe ser o Boninho por uma semana.",2013-01-30 01:16:51+00:00,59,11,,
